ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
87443,Imperator Mar'gok,,Sorcerer King,,1,7,0,0,54329,0,0,0,1,1,1,1,0,0,0
87444,Kargath Bladefist,,Warlord of the Shattered Hand,,1,7,0,0,61671,0,0,0,1,1,1,1,0,0,0
87445,Ko'ragh,,Breaker of Magic,,1,7,0,0,54825,0,0,0,1,1,1,1,116377,0,0
87446,Tectus,,The Living Mountain,,1,4,0,0,54793,0,0,0,1,1,1,1,0,0,0
87447,The Butcher,,,,1,7,0,0,53855,0,0,0,1,1,1,1,109166,109165,0
87449,Pol,,,,1,5,0,0,54385,0,0,0,1,1,1,1,113544,108626,0
87450,Ahri'ok Dugru,,,,1,7,0,0,56033,0,0,0,1,1,1,1,105690,0,0
87451,Fleshrender Nok'gar,,,,1,7,0,0,56351,0,0,0,1,1,1,1,110177,0,0
87452,Ahri'ok Dugru,,,,1,7,0,0,56033,0,0,0,1,1,1,1,105690,0,0
87453,Highmaul Arcanist,,,,1,7,0,0,58031,58032,58033,0,1,1,1,1,111743,0,0
87454,Lug'dol,,,,0,7,0,0,58433,0,0,0,1,1,1,1,107411,0,0
87456,Rampant Gladiator,,,,0,7,0,0,58484,58485,0,0,1,1,1,1,0,0,0
87457,Blood Elf Mage,,Mage Trainer,,0,7,0,0,15522,0,0,0,1,1,1,1,11343,0,0
87458,Champion Bachi,,Paladin Trainer,,0,7,0,0,16829,0,0,0,1,1,1,1,0,0,0
87459,Kavaan,,Paladin Trainer,,0,7,0,0,17227,0,0,0,1,1,1,1,0,0,0
87460,Farseer Javad,,Shaman Trainer,,0,7,0,0,21265,0,0,0,1,1,1,1,1908,0,0
87461,Daera Brightspear,,Hunter Trainer,,0,7,0,0,3056,0,0,0,100,1,1,1,3433,0,0
87462,Bink,,Mage Trainer,,0,7,0,0,3108,0,0,0,0,1,1,1,1907,0,0
87463,Gimrizz Shadowcog,,Warlock Trainer,,0,7,0,0,3607,0,0,0,1,1,1,1,12991,0,0
87464,Wrenix the Wretched,,,,0,7,0,0,7154,0,0,0,100,1,1,1,2716,0,0
87465,Orbaz Bloodbane,,The Hand of Suffering,,1,6,0,0,27562,0,0,0,0,1,1,1,43110,0,0
87466,Brother Benjamin,,Priest Trainer,,0,7,0,0,3282,0,0,0,0,1,1,1,1907,0,0
87467,Lyria Du Lac,,Warrior Trainer,,0,7,0,0,1300,0,0,0,1,1,1,1,1899,1985,0
87468,Vassandra Stormclaw,,Druid Trainer,,1,7,0,0,30813,0,0,0,1,1,1,1,0,0,0
87469,Ebon Blade Knight,,,,0,7,0,0,26836,0,0,0,1,1,1,1,41259,0,0
87470,Kardris Dreamseeker,,Shaman Trainer,,0,7,0,0,1360,0,0,0,100,1,1,1,3361,0,0
87471,Sho the Wise,,Monk Trainer,,0,7,0,0,42481,0,0,0,1,1,1,1,0,0,0
87472,Sheal Runetotem,,Druid Trainer,,0,7,0,0,2121,0,0,0,1,1,1,1,13337,0,0
87473,Sark Ragetotem,,Warrior Trainer,,0,7,0,0,2096,0,0,0,1,1,1,1,5289,0,0
87474,Sian'dur,,Hunter Trainer,,0,7,0,0,4241,0,0,0,100,1,1,1,3433,0,0
87475,Undead Priest,,,,0,7,0,0,31253,31254,0,0,1,1,1,1,35,0,0
87476,Undead Warlock,,,,0,7,0,0,31258,31257,0,0,1,1,1,1,35,0,0
87477,Loren the Fence,,Rogue Trainer,,0,7,0,0,29957,0,0,0,1,1,1,1,2184,0,0
87478,Crushmaul,,,,0,7,0,0,55130,0,0,0,1,1,1,1,107415,0,0
87479,Hol'yelaa,,,,0,5,0,0,58267,0,0,0,1,1,1,1,0,0,107287
87480,Raketalon,,,,0,1,38,3,55270,0,0,0,0,1,1,1,0,0,0
87481,Roakk the Zealot,,,,0,1,0,0,57030,0,0,0,0,1,1,1,113110,113117,0
87482,The Burninator,,,,0,1,0,0,55272,0,0,0,1,1,1,1,0,0,0
87484,Brambleking Fili,,,,4,4,0,0,56713,0,0,0,1,1,1,1,114993,0,0
87486,Darktide Engineer,,Blackfuse Company,,0,7,0,0,48548,48549,48550,48551,1,1,1,1,31824,0,93371
87487,Darktide Pilferer,,Blackfuse Company,,0,7,0,0,54750,53965,53969,54751,1,1,1,1,95417,95417,0
87489,Darktide Rylakinator-3000,,Blackfuse Company,,0,9,0,0,52915,0,0,0,1,1,1,1,0,0,0
87490,Brokenfang,,,,1,7,0,0,59351,0,0,0,1,1,1,1,116816,116816,0
87491,Bloodmane Shortfang,,,,0,7,0,0,57403,0,0,0,1,1,1,1,0,0,0
87493,Rukhmar,,,,1,1,0,3,59089,0,0,0,1,1,1,1,0,0,0
87494,Initiate of the Dawn,,,,1,7,0,0,55994,0,0,0,1,1,1,1,106227,0,0
87495,Soaring Blade,,,,1,7,0,0,55993,0,0,0,1,1,1,1,113114,0,0
87497,Nefarious Madame,,,,1,3,0,0,57446,0,0,0,1,1,1,1,111582,111582,0
87498,Damsel of Lust,,,,1,3,0,0,57400,0,0,0,1,1,1,1,0,0,0
87504,Gul'dan,,Lord of the Shadow Council,,1,7,0,0,59808,0,0,0,1,1,1,1,0,0,0
87516,Artifact,,,,1,9,0,3,169,38795,0,0,0,1,0,0,0,0,0
87518,Archer,,,,0,7,0,0,61050,0,0,0,1,0,0,0,1899,0,111783
87531,Talon Guard Kurekk,,,,0,7,0,0,59484,0,0,0,1,0,0,0,106248,0,0
87561,Leorajh,,,,0,7,0,0,58523,0,0,0,1,0,0,0,0,0,0
87573,Worgen Rogue,,,,0,7,0,0,39258,0,0,0,0,1,1,1,0,0,0
87577,Coldtusk,,,,4,1,5,0,52652,0,0,0,1,1,1,1,0,0,0
87578,Cyclonic Fury,,,,0,4,0,0,47661,0,0,0,1,1,1,1,0,0,0
87579,Ba'ruun,,,,0,4,0,0,17228,0,0,0,1,1,1,1,0,0,0
87582,Shinri,,,,4,10,0,0,53113,0,0,0,1,1,1,1,0,0,0
87589,Ogron Warbringer,,,,1,7,0,0,57148,0,0,0,1,0,0,0,0,0,0
87590,Battered Frostwolf Prisoner,,,,0,7,0,0,54575,54576,58666,58667,1,1,1,1,0,0,0
87591,Battered Frostwolf Prisoner,,,,0,7,0,0,54577,54578,58668,58669,1,1,1,1,0,0,0
87592,Battered Karabor Prisoner,,,,0,7,0,0,54758,54759,58670,58671,1,1,1,1,0,0,0
87593,Battered Karabor Prisoner,,,,0,7,0,0,54760,54761,58672,58673,1,1,1,1,0,0,0
87595,Animate Slag,,,,1,9,0,3,169,38795,0,0,0,1,0,0,0,0,0
87596,Orin Grimblade,,,,0,7,0,0,27417,0,0,0,1,0,0,0,0,0,0
87598,Filmore Patricks,,,,0,7,0,0,27530,0,0,0,1,0,0,0,0,0,0
87603,Tigar Frosthoof,,,,0,7,0,0,25910,0,0,0,1,0,0,0,0,0,0
87605,Maul Dethwidget,,,,0,7,0,0,60237,0,0,0,1,0,0,0,0,0,0
87606,Ton'raro,,,,0,7,0,0,61312,0,0,0,1,0,0,0,0,0,0
87607,Sever Frostsprocket,,,,0,7,0,0,61313,0,0,0,1,0,0,0,0,0,0
87608,Sylvie Fallensong,,,,0,7,0,0,61495,0,0,0,1,0,0,0,0,0,0
87609,Bitterwalker Pikrea,,,,0,7,0,0,61496,0,0,0,1,0,0,0,0,0,0
87611,Tipa Rimehorn,,,,0,7,0,0,60392,0,0,0,1,0,0,0,0,0,0
87612,Hildr Helhammer,,,,0,7,0,0,61311,0,0,0,1,0,0,0,0,0,0
87613,Torwa Rimeheart,,,,0,7,0,0,61309,0,0,0,1,0,0,0,0,0,0
87614,Arebia Wintercall,,,,0,7,0,0,61310,0,0,0,1,0,0,0,0,0,0
87616,Gravewalker Gie,,,,0,7,0,0,61317,0,0,0,1,0,0,0,0,0,0
87623,Orog,,,,0,7,0,0,60400,0,0,0,1,0,0,0,25169,0,0
87625,Daniel Montoy,,,,0,7,0,0,60402,0,0,0,1,0,0,0,25169,0,0
87627,Orrelleon Searingstrike,,,,0,7,0,0,60403,0,0,0,1,0,0,0,39117,0,0
87628,Karyn Whitmoor,,,,0,7,0,0,60405,0,0,0,1,0,0,0,39117,0,0
87629,Annix Strifesprocket,,,,0,7,0,0,60406,0,0,0,1,0,0,0,24352,0,0
87631,Kalandra Starhelm,,,,0,7,0,0,60407,0,0,0,1,0,0,0,24352,0,0
87632,Motina,,,,0,7,0,0,60408,0,0,0,1,0,0,0,40644,0,0
87633,Bridgette Hicks,,,,0,7,0,0,60409,0,0,0,1,0,0,0,40644,0,0
87634,Lurst Ragebreak,,,,0,7,0,0,60410,0,0,0,1,0,0,0,35101,34609,0
87635,Tell'machrim Stormvigil,,,,0,7,0,0,60411,0,0,0,1,0,0,0,35101,34609,0
87636,Neth'raza Doomrend,,,,0,7,0,0,60412,0,0,0,1,0,0,0,11411,10770,0
87643,Iven Page,,,,0,7,0,0,60414,0,0,0,1,0,0,0,11411,10770,0
87662,Hen-Mother Hami,,,,4,1,26,0,58713,0,0,0,1,1,1,1,0,0,0
87665,Steeltusk,,,,4,1,0,0,59683,0,0,0,1,1,1,1,0,0,0
87669,Hatespark the Tiny,,,,0,12,0,0,60441,0,0,0,1,1,1,1,0,0,0
87673,Opheron,,,,0,7,0,0,60438,0,0,0,1,0,0,0,38618,0,0
87674,Makaaria the Cursed,,,,0,7,0,0,61490,0,0,0,1,0,0,0,0,0,0
87675,Nerwalla Malword,,,,0,7,0,0,61314,0,0,0,1,0,0,0,0,0,0
87676,Yvette Blackheart,,,,0,7,0,0,61315,0,0,0,1,0,0,0,0,0,0
87677,Enoch Fuller,,,,0,7,0,0,61329,0,0,0,1,0,0,0,0,0,0
87678,Tavid Blightsteel,,,,0,7,0,0,61330,0,0,0,1,0,0,0,0,0,0
87679,Lono'tai,,,,0,7,0,0,61533,0,0,0,1,0,0,0,0,0,0
87680,Ultan Blackgorge,,,,0,7,0,0,60443,0,0,0,1,0,0,0,0,0,0
87681,Kaasa Blighthoof,,,,0,7,0,0,61318,0,0,0,1,0,0,0,0,0,0
87682,Lleanya Mourningsong,,,,0,7,0,0,61320,0,0,0,1,0,0,0,0,0,0
87686,Handel Shadereaver,,,,0,7,0,0,60449,0,0,0,1,0,0,0,45256,0,0
87693,Festerbloom,,,,4,1,0,0,58554,0,0,0,0,1,1,1,0,0,0
87694,Warmaster Blugthol,,Gorian Head Centurion,,4,7,0,0,54837,0,0,0,1,1,1,1,83126,0,0
87696,Soulfang,,,,4,7,0,0,55683,0,0,0,1,1,1,1,93667,0,0
87704,Firewing,,,,0,12,0,3,59017,0,0,0,1,1,1,1,0,0,0
87705,Stormwing,,,,0,12,0,3,60458,0,0,0,1,1,1,1,0,0,0
87708,Enola,,,,0,7,0,0,60461,0,0,0,1,0,0,0,1480,4837,0
87709,Honora Keystone,,,,0,7,0,0,60462,0,0,0,1,0,0,0,1480,4837,0
87710,Pikake,,,,0,7,0,0,60463,0,0,0,1,0,0,0,9514,0,0
87711,Songla,,,,0,7,0,0,60464,0,0,0,1,0,0,0,9514,0,0
87712,Yaalo,,,,0,7,0,0,60465,0,0,0,1,0,0,0,11932,0,0
87713,Doc Lightspanner,,,,0,7,0,0,60466,0,0,0,1,0,0,0,11932,0,0
87714,Ahote,,,,0,7,0,0,60467,0,0,0,1,0,0,0,20536,0,0
87715,Truman Weaver,,,,0,7,0,0,60468,0,0,0,1,0,0,0,20536,0,0
87716,Marara,,,,0,7,0,0,60469,0,0,0,1,0,0,0,21128,0,0
87717,Ingrid Darkplait,,,,0,7,0,0,60470,0,0,0,1,0,0,0,21128,0,0
87718,Grelwaz Redknife,,,,0,7,0,0,60471,0,0,0,1,0,0,0,4947,11922,0
87720,Justine DeGroot,,,,0,7,0,0,60472,0,0,0,1,0,0,0,4947,11922,0
87721,Ariiya Sunblood,,,,0,7,0,0,60473,0,0,0,1,0,0,0,12783,12783,0
87722,"Claire ""the Fox""",,,,0,7,0,0,60474,0,0,0,1,0,0,0,12783,12783,0
87723,Vaal'kelthos Dawngrief,,,,0,7,0,0,60475,0,0,0,1,0,0,0,13218,13218,0
87724,Kilandric Hawkstrike,,,,0,7,0,0,60476,0,0,0,1,0,0,0,13218,13218,0
87726,Lawrence Sharp,,,,0,7,0,0,60478,0,0,0,1,0,0,0,31142,44505,0
87727,Kromog's Wrath,,,,1,10,0,3,169,38795,0,0,0,1,0,0,0,0,0
87728,Vaz'rek,,,,0,7,0,0,60479,0,0,0,1,0,0,0,59204,25152,0
87730,Peng Stealthpaw,,,,0,7,0,0,60480,0,0,0,1,0,0,0,59204,25152,0
87731,Lai,,,,0,7,0,0,60481,0,0,0,1,0,0,0,56696,25142,0
87733,Syndee Sparkblade,,,,0,7,0,0,60483,0,0,0,1,0,0,0,56696,25142,0
87734,Vivalia Sundagger,,,,0,7,0,0,60484,0,0,0,1,0,0,0,27741,27741,0
87735,Corene Caldwell,,,,0,7,0,0,60485,0,0,0,1,0,0,0,27741,27741,0
87736,Omril Keenedge,,,,0,7,0,0,60486,0,0,0,1,0,0,0,40281,49437,0
87737,Antone Sula,,,,0,7,0,0,60487,0,0,0,1,0,0,0,40281,49437,0
87738,Qwilla Bloodedge,,,,0,7,0,0,60488,0,0,0,1,0,0,0,39271,39271,0
87739,Caelvana Duskwalker,,,,0,7,0,0,60489,0,0,0,1,0,0,0,39271,39271,0
87740,Rendrol Goreslash,,,,0,7,0,0,60490,0,0,0,1,0,0,0,54825,54825,0
87741,Ella Driver,,,,0,7,0,0,60491,0,0,0,1,0,0,0,3184,23504,0
87743,Brula Brandykeg,,,,0,7,0,0,60492,0,0,0,1,0,0,0,3184,23504,0
87744,Vera Haelyn,,,,0,7,0,0,60493,0,0,0,1,0,0,0,15245,25301,0
87745,Margo Steelfinger,,,,0,7,0,0,60494,0,0,0,1,0,0,0,15245,25301,0
87746,Zelaztro,,,,0,7,0,0,60495,0,0,0,1,0,0,0,25543,52644,0
87748,Jen'thael Darkcloak,,,,0,7,0,0,60496,0,0,0,1,0,0,0,25543,52644,0
87749,Temanu,,,,0,7,0,0,60497,0,0,0,1,0,0,0,33754,33756,0
87752,Lorcan Flintedge,,,,0,7,0,0,60498,0,0,0,1,0,0,0,33754,33756,0
87753,Mograg,,,,0,7,0,0,60499,0,0,0,1,0,0,0,55365,35857,0
87754,Dag Stonecircle,,,,0,7,0,0,60500,0,0,0,1,0,0,0,55365,35857,0
87755,Tadi,,,,0,7,0,0,60501,0,0,0,1,0,0,0,4820,2243,0
87756,Orvar,,,,0,7,0,0,60502,0,0,0,1,0,0,0,4820,2243,0
87757,Kieu,,,,0,7,0,0,60503,0,0,0,1,0,0,0,57585,9914,0
87758,Dordra Talusfall,,,,0,7,0,0,60504,0,0,0,1,0,0,0,57585,9914,0
87759,Colm Breakstorm,,,,0,7,0,0,60505,0,0,0,1,0,0,0,12773,49689,0
87767,Kel'rikor,,,,0,7,0,0,60516,0,0,0,1,0,0,0,5255,15237,0
87769,Kai Earthwhisper,,,,0,7,0,0,60517,0,0,0,1,0,0,0,5255,15237,0
87770,Lonan,,,,0,7,0,0,60518,0,0,0,1,0,0,0,34996,34988,0
87772,Fingall Flamehammer,,,,0,7,0,0,60519,0,0,0,1,0,0,0,34996,34988,0
87773,Kerraelon Sunhunger,,,,0,7,0,0,60520,0,0,0,1,0,0,0,2559,0,0
87776,Eli Cannon,,,,0,7,0,0,60522,0,0,0,1,0,0,0,2559,0,0
87777,Arga Demonbreak,,,,0,7,0,0,60523,0,0,0,1,0,0,0,99971,32452,0
87778,Mia Linn,,,,0,7,0,0,60524,0,0,0,1,0,0,0,99936,32452,0
87779,Humbolt Briarblack,,,,0,7,0,0,60525,0,0,0,1,0,0,0,936,1992,0
87781,Hester Blackember,,,,0,7,0,0,60526,0,0,0,1,0,0,0,22335,0,0
87782,Veka'kai,,,,0,7,0,0,60527,0,0,0,1,0,0,0,65485,0,0
87783,Rykki Lyndgarf,,,,0,7,0,0,60528,0,0,0,1,0,0,0,65485,0,0
87784,Orgriz Crookmaw,,,,0,7,0,0,61333,0,0,0,1,0,0,0,0,0,0
87785,Kris Rey,,,,0,7,0,0,33754,0,0,0,1,0,0,0,0,0,0
87786,Nathaniel Beastbreaker,,,,0,7,0,0,60541,0,0,0,1,0,0,0,0,0,42495
87787,Gabriel Bybee,,,,0,7,0,0,60530,0,0,0,1,0,0,0,0,0,42495
87789,Deena Feltalker,,,,0,7,0,0,60529,0,0,0,1,0,0,0,112932,0,0
87790,Mizzy Bobble,,,,0,7,0,0,60531,0,0,0,1,0,0,0,112932,0,0
87791,Killix Zombroski,,,,0,7,0,0,60532,0,0,0,1,0,0,0,73455,103373,0
87792,Abigail Wilson,,,,0,7,0,0,36301,0,0,0,1,0,0,0,0,0,0
87793,Catherine Magruder,,,,0,7,0,0,36629,0,0,0,1,0,0,0,0,0,0
87794,Aerik Matthews,,,,0,7,0,0,60533,0,0,0,1,0,0,0,73455,103373,0
87795,Natalie Sparks,,,,0,7,0,0,60534,0,0,0,1,0,0,0,25175,0,0
87797,Caeris Felwalker,,,,0,7,0,0,60537,0,0,0,1,0,0,0,25175,0,0
87798,Vol'zaku,,,,0,7,0,0,60538,0,0,0,1,0,0,0,812,0,0
87799,Kew Wyldheart,,,,0,7,0,0,60536,0,0,0,1,0,0,0,0,0,99987
87800,Lylnleath Featherfoot,,,,0,7,0,0,60539,0,0,0,1,0,0,0,0,0,99805
87801,Nevil Darkstride,,,,0,7,0,0,60540,0,0,0,1,0,0,0,812,0,0
87802,John Greer,,,,0,7,0,0,60542,0,0,0,1,0,0,0,25146,2944,0
87803,Edmund Duskrend,,,,0,7,0,0,60544,0,0,0,1,0,0,0,25146,2944,0
87804,Rorin Rivershade,,,,0,7,0,0,60543,0,0,0,1,0,0,0,45256,0,0
87805,Nadia Darksun,,,,0,7,0,0,60545,0,0,0,1,0,0,0,21273,0,0
87806,Leena Guant,,,,0,7,0,0,60546,0,0,0,1,0,0,0,51456,0,0
87807,Isabella Jean,,,,0,7,0,0,60547,0,0,0,1,0,0,0,21273,0,0
87808,Kil'weh,,,,0,7,0,0,60548,0,0,0,1,0,0,0,936,1992,0
87809,Maska,,,,0,7,0,0,60549,0,0,0,1,0,0,0,21492,0,0
87811,Karga Quickshot,,,,0,7,0,0,35818,0,0,0,1,0,0,0,0,0,0
87812,Lee Olesky,,,,0,7,0,0,33753,0,0,0,1,0,0,0,0,0,0
87813,Yumanis Oakengrip,,,,0,7,0,0,60552,0,0,0,1,0,0,0,21492,0,0
87814,Kwahu Fiendtamer,,,,0,7,0,0,60553,0,0,0,1,0,0,0,0,0,91146
87816,Ilyanna Talongrasp,,,,0,7,0,0,60551,0,0,0,1,0,0,0,0,0,91146
87817,Bim'ini,,,,0,7,0,0,60554,0,0,0,1,0,0,0,2134,2134,0
87825,"Suna ""Sunnie"" Steelpaw",,,,0,7,0,0,60555,0,0,0,1,0,0,0,2134,2134,0
87826,Gaho,,,,0,7,0,0,60556,0,0,0,1,0,0,0,41239,33270,0
87828,Larry Copeland,,,,0,7,0,0,60557,0,0,0,1,0,0,0,41239,33270,0
87829,Rizza Brassrokkit,,,,0,7,0,0,60558,0,0,0,1,0,0,0,5191,5191,0
87830,Eunna Young,,,,0,7,0,0,60560,0,0,0,1,0,0,0,5191,5191,0
87831,Brakk Shattershield,,,,0,7,0,0,60561,0,0,0,1,0,0,0,18484,3761,0
87832,Eula Clay,,,,0,7,0,0,60567,0,0,0,1,0,0,0,20675,1438,0
87833,Selis,,,,0,7,0,0,60568,0,0,0,1,0,0,0,20675,1438,0
87838,Mind-Frozen Rockbiter,,Hoarfrost's Minion,,0,7,0,0,49508,0,0,0,1,0,0,0,0,0,0
87842,Rangiro,,,,0,7,0,0,60576,0,0,0,1,0,0,0,0,0,39119
87843,Flame Jets,,,,1,9,0,3,169,38795,0,0,0,1,0,0,0,0,0
87850,Bren Swiftshot,,,,0,7,0,0,60591,0,0,0,1,0,0,0,0,0,39119
87851,Coggeye Aimbot,,,,0,7,0,0,60593,0,0,0,1,0,0,0,0,0,91554
87852,Bastiana Moran,,,,0,7,0,0,60592,0,0,0,1,0,0,0,0,0,91554
87853,Zap Snaresizzle,,,,0,7,0,0,60595,0,0,0,1,0,0,0,0,0,35829
87855,Trapper Huong,,,,0,7,0,0,60594,0,0,0,1,0,0,0,0,0,35829
87857,Iron Horde Scout,,,,0,7,0,0,54116,0,0,0,1,1,1,1,1906,0,0
87858,Kaama Arrowspring,,,,0,7,0,0,61342,0,0,0,1,0,0,0,0,0,0
87860,Leonard Schrick,,,,0,7,0,0,61343,0,0,0,1,0,0,0,0,0,0
87861,Guardian of Water,,,,0,4,0,0,58879,0,0,0,1,1,1,1,0,0,0
87862,Jukke Deathward,,,,0,7,0,0,61344,0,0,0,1,0,0,0,0,0,0
87863,Becky Dawson,,,,0,7,0,0,61345,0,0,0,1,0,0,0,0,0,0
87864,Noel Harrison,,,,0,7,0,0,61351,0,0,0,1,0,0,0,0,0,0
87865,Herschel Welch,,,,0,7,0,0,61349,0,0,0,1,0,0,0,0,0,0
87866,Esmund Brightshield,,,,0,7,0,0,61350,0,0,0,1,0,0,0,0,0,0
87867,Magister Tuan,,,,0,7,0,0,61347,0,0,0,1,0,0,0,0,0,0
87869,Dark Acolyte,,Shadow Council,,0,7,0,0,51362,51363,51364,51365,1,1,1,1,104040,0,0
87870,Gul'var Grunt,,Shadow Council,,0,7,0,0,51366,51367,51368,51369,1,1,1,1,107702,108475,0
87872,Nordaerin Silverbeam,,,,0,7,0,0,61348,0,0,0,1,0,0,0,0,0,0
87873,Arcanist Druk'rog,,,,0,7,0,0,61346,0,0,0,1,0,0,0,0,0,0
87874,Sniveling Swindler,,Innkeeper,,0,7,0,0,57044,0,0,0,1,1,1,1,0,0,0
87875,Rune Ritualist,,Shadow Council,,1,7,0,0,60120,0,0,0,1,1,1,1,111045,0,0
87876,Terrorwing Commander,,Shadow Council,,1,7,0,0,59988,0,0,0,1,1,1,1,107134,0,0
87877,Tessa Wybroff,,,,0,7,0,0,25807,0,0,0,1,0,0,0,0,0,0
87878,Kaz'hiki,,,,0,7,0,0,61357,0,0,0,1,0,0,0,0,0,0
87879,Skip Burnbright,,,,0,7,0,0,61358,0,0,0,1,0,0,0,0,0,0
87880,Tigowa,,,,0,7,0,0,60598,0,0,0,1,0,0,0,0,0,28188
87881,Harry Lawson,,,,0,7,0,0,60597,0,0,0,1,0,0,0,28188,0,0
87882,Talonpriest Zorkra,,,,0,7,0,0,56284,0,0,0,100,1,1,1,29310,0,0
87883,Dawn Mercurus,,,,0,7,0,0,61353,0,0,0,1,0,0,0,0,0,0
87884,Caerania the Tempering,,,,0,7,0,0,61353,0,0,0,1,0,0,0,0,0,0
87885,Grom'kar Peon,,,,0,7,0,0,55641,0,0,0,1,1,1,1,5956,0,0
87887,Grom'kar Vanguard,,,,0,7,0,0,59778,59779,59780,59781,1,1,1,1,106275,108475,0
87888,Awarri Blazecall,,,,0,7,0,0,61355,0,0,0,1,0,0,0,0,0,0
87889,Seona Fireweaver,,,,0,7,0,0,61356,0,0,0,1,0,0,0,0,0,0
87890,Pele'zol,,,,0,7,0,0,28187,0,0,0,1,0,0,0,0,0,0
87891,Danaeris Amberstar,,,,0,7,0,0,61360,0,0,0,1,0,0,0,0,0,0
87892,Magistrix Chillbreeze,,,,0,7,0,0,61367,0,0,0,1,0,0,0,0,0,0
87893,Frostlighter Hanaa,,,,0,7,0,0,61368,0,0,0,1,0,0,0,0,0,0
87894,Candice Morey,,,,0,7,0,0,61374,0,0,0,1,0,0,0,0,0,0
87895,Rebecca Stirling,,,,0,7,0,0,61375,0,0,0,1,0,0,0,0,0,0
87896,Nuku'te,,,,0,7,0,0,61372,0,0,0,1,0,0,0,0,0,0
87897,Marius Sunshard,,,,0,7,0,0,61369,0,0,0,1,0,0,0,0,0,0
87898,Matthew Deyling,,,,0,7,0,0,61370,0,0,0,1,0,0,0,0,0,0
87899,Domnall Icecrag,,,,0,7,0,0,61373,0,0,0,1,0,0,0,0,0,0
87900,Gakkiz Blusterblast,,,,0,7,0,0,39850,0,0,0,1,0,0,0,0,0,0
87901,Niall Frostdrift,,,,0,7,0,0,61371,0,0,0,1,0,0,0,0,0,0
87903,Gakkiz Blusterblast,,,,0,7,0,0,39850,0,0,0,1,0,0,0,0,0,0
87904,Saul Lee,,,,0,7,0,0,60601,0,0,0,1,0,0,0,81062,0,0
87905,Lara Pearson,,,,0,7,0,0,60602,0,0,0,1,0,0,0,91204,0,0
87906,Maeve Hopwash,,,,0,7,0,0,60603,0,0,0,1,0,0,0,91204,0,0
87911,Yu'un Tigersbite,,,,0,7,0,0,60606,0,0,0,1,0,0,0,99979,99979,0
87914,Mina Kunis,,,,0,7,0,0,60607,0,0,0,1,0,0,0,99979,99979,0
87915,Xen Barleystrike,,,,0,7,0,0,42481,0,0,0,1,0,0,0,0,0,0
87916,Orrindis Raindrinker,,,,0,7,0,0,61377,0,0,0,1,0,0,0,0,0,0
87918,Yiska,,,,0,7,0,0,61382,0,0,0,1,0,0,0,0,0,0
87919,Edith Shareflagon,,,,0,7,0,0,61383,0,0,0,1,0,0,0,0,0,0
87921,Velandros Sunblessing,,,,0,7,0,0,61378,0,0,0,1,0,0,0,0,0,0
87922,Kitara Mae,,,,0,7,0,0,61392,0,0,0,1,0,0,0,0,0,0
87923,Tizare,,,,0,7,0,0,61391,0,0,0,1,0,0,0,0,0,0
87924,Miiraxa the Renewer,,,,0,7,0,0,61379,0,0,0,1,0,0,0,0,0,0
87925,Favra Bearhide,,,,0,7,0,0,61380,0,0,0,1,0,0,0,0,0,0
87926,Master Tengbai,,,,0,7,0,0,61381,0,0,0,1,0,0,0,0,0,0
87927,Toega,,,,0,7,0,0,61389,0,0,0,1,0,0,0,0,0,0
87928,Thurman Belva,,,,0,7,0,0,61390,0,0,0,1,0,0,0,0,0,0
87929,Charles Norris,,,,0,7,0,0,61397,0,0,0,1,0,0,0,0,0,0
87930,Brogan Threepints,,,,0,7,0,0,61399,0,0,0,1,0,0,0,0,0,0
87931,Lucy Keller,,,,0,7,0,0,61400,0,0,0,1,0,0,0,0,0,0
87932,Evanra Cloudchant,,,,0,7,0,0,61402,0,0,0,1,0,0,0,0,0,0
87933,Nuan Skydream,,,,0,7,0,0,61393,0,0,0,1,0,0,0,0,0,0
87934,Tylee Hackspring,,,,0,7,0,0,61394,0,0,0,1,0,0,0,0,0,0
87935,Kana'tin,,,,0,7,0,0,61395,0,0,0,1,0,0,0,0,0,0
87936,Sprynt Starkflange,,,,0,7,0,0,61396,0,0,0,1,0,0,0,0,0,0
87937,Ariia,,,,0,7,0,0,61488,0,0,0,1,0,0,0,0,0,0
87938,Raquel Deyling,,,,0,7,0,0,61489,0,0,0,1,0,0,0,0,0,0
87939,Lusio,,,,0,7,0,0,61515,0,0,0,1,0,0,0,0,0,0
87940,Osgar Smitehammer,,,,0,7,0,0,61516,0,0,0,1,0,0,0,0,0,0
87941,Skah,,,,0,7,0,0,61517,0,0,0,1,0,0,0,0,0,0
87942,Bernhard Hammerdown,,,,0,7,0,0,61518,0,0,0,1,0,0,0,0,0,0
87943,Sahale,,,,0,7,0,0,61519,0,0,0,1,0,0,0,0,0,0
87944,Noah Munck,,,,0,7,0,0,61520,0,0,0,1,0,0,0,0,0,0
87945,Kaiel,,,,0,7,0,0,61507,0,0,0,1,0,0,0,0,0,0
87946,Tally,,,,0,12,0,0,60609,0,0,0,1,0,0,0,0,0,0
