ID,Directory,MapName_lang,InternalName,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,Flags[0],Flags[1]
649,ArgentTournamentRaid,Trial of the Crusader,Trial of the Crusader,,,,,8515.286,736.13715,1,2,2,0,246,-1,-1,-1,0,1,571,0,0,0,818173,34333,134479880
650,ArgentTournamentDungeon,Trial of the Champion,Trial of the Champion,,,,,8571.435,792.2205,1,1,2,0,247,-1,-1,-1,0,1,571,0,0,0,817987,1565,134479880
651,ElevatorSpawnTest,ElevatorSpawnTest,ElevatorSpawnTest,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1555,134479880
654,Gilneas2,Gilneas2,Gilneas2,,,,,0,0,1,0,0,0,4,-1,-1,-1,0,1,-1,0,0,0,782341,263709,134479884
655,GilneasPhase1,GilneasPhase1,GilneasPhase1,,,,,0,0,1,0,0,0,0,-1,654,-1,0,1,-1,0,0,0,782644,1629,134479884
656,GilneasPhase2,GilneasPhase2,GilneasPhase2,,,,,0,0,1,0,0,0,0,-1,654,-1,0,1,-1,0,0,0,782667,1629,134479884
657,SkywallDungeon,The Vortex Pinnacle,The Vortex Pinnacle,,,,,-11522.493,-2317.934,1,1,3,0,259,-1,-1,-1,0,1,1,0,0,0,817086,1565,134479880
658,QuarryofTears,Pit of Saron,Pit of Saron,,,,,5592.057,2010.2709,1,1,2,0,252,-1,-1,-1,0,1,571,0,0,0,827056,1565,134479880
659,LostIslesPhase1,Lost Isles Volcano Eruption,Lost Isles Volcano Eruption,,,,,0,0,1,0,0,0,3,-1,648,-1,0,1,-1,0,0,0,788585,1565,134479884
660,Deephomeceiling,Deephome Ceiling,Deephome Ceiling,,,,,0,0,1,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,855573,1695,134479880
661,LostIslesPhase2,Lost Isles Town in a Box,Lost Isles Town in a Box,,,,,0,0,1,0,0,0,0,-1,648,-1,0,1,-1,0,0,0,788648,1565,134479884
662,Transport197195,Transport: Alliance Vashj'ir Ship,Transport: Alliance Vashj'ir Ship,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
668,HallsOfReflection,Halls of Reflection,Halls of Reflection,,,,,5628.875,1973.2865,1,1,2,0,253,-1,-1,-1,0,1,571,0,0,0,818690,1565,134479880
669,BlackwingDescent,Blackwing Descent,Blackwing Descent,,,,,-7541.7676,-1188.8317,1,2,3,0,260,-1,-1,-1,0,1,0,0,0,0,813052,34333,134479880
670,GrimBatolDungeon,Grim Batol,Grim Batol,,,,,-4047.74,-3446.35,1,1,3,0,257,-1,-1,-1,0,1,0,0,0,0,815686,1565,134479880
671,GrimBatolRaid,The Bastion of Twilight,The Bastion of Twilight,,,,,-4903.0103,-4221.21,1,2,3,0,266,-1,-1,-1,0,1,0,0,0,0,814552,34333,134479880
672,Transport197347,Transport: The Skybreaker (Icecrown Citadel Raid),Transport: The Skybreaker (Icecrown Citadel Raid),,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
673,Transport197348,Transport: Orgrim's Hammer (Icecrown Citadel Raid),Transport: Orgrim's Hammer (Icecrown Citadel Raid),,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
674,Transport197349-2,Transport: Ship to Vashj'ir,Transport: Ship to Vashj'ir,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
712,Transport197349,Transport: The Skybreaker (IC Dungeon),Transport: The Skybreaker (IC Dungeon),,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
713,Transport197350,Transport: Orgrim's Hammer (IC Dungeon),Transport: Orgrim's Hammer (IC Dungeon),,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
718,Transport201834,Transport: The Mighty Wind (Icecrown Citadel Raid),Transport: The Mighty Wind (Icecrown Citadel Raid),,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1537,134479880
719,MountHyjalPhase1,Mount Hyjal Phase 1,Mount Hyjal Phase 1,,,,,0,0,1,0,0,0,3,-1,1,-1,0,1,-1,0,0,0,788845,8521309,134479896
720,Firelands1,Firelands,Firelands,,,,,3987.2,-2943.32,1,2,3,0,275,720,-1,-1,0,1,1,0,0,0,816444,2098717,134479896
721,Firelands2,Firelands Terrain 2,Firelands Terrain 2,,,,,0,0,1,1,3,0,0,720,-1,-1,0,1,-1,0,0,0,816538,1693,134479896
723,Stormwind,Stormwind,Stormwind,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790924,1565,134479880
724,ChamberofAspectsRed,The Ruby Sanctum,The Ruby Sanctum,,,,,3608.1294,186.80208,1,2,2,0,254,-1,-1,-1,0,1,571,0,0,0,821024,34333,134479880
725,DeepholmeDungeon,The Stonecore,The Stonecore,,,,,1031.908,610.2969,1,1,3,0,258,-1,-1,-1,0,1,646,0,0,0,816583,1565,134479880
726,CataclysmCTF,Twin Peaks,Twin Peaks,"Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!","Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!",Capture the enemy flag,"- Defend your flag
- Capture the enemy flag
- Most recent capture wins",0,0,1,3,3,0,262,-1,-1,-1,0,1,-1,0,0,0,813068,1629,135004168
727,STV_Mine_BG,Silvershard Mines,Silvershard Mines,"This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine.

Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.","This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine.

Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.",Capture the mine carts,"- Capture and hold the mine carts
- Escort them to the end of the track",0,0,1,3,4,0,317,-1,-1,-1,0,1,-1,0,0,0,810604,1565,135004168
728,TheBattleforGilneas,The Battle for Gilneas (Old City Map),The Battle for Gilneas (Old City Map),"Located in the heart of Gilnean peninsula, the capital city is of vital strategic importance to the Horde's operations the Eastern Kingdoms.

Long seen by the Forsaken as a natural expansion to their dominion, Sylvanas Windrunner's armies are ready to defend their most recent conquest at all costs.","Driven from their homelands by the Forsaken, Gilneans continue to view this city as their nation's rightful capital.

After regrouping in Alliance territories, the people of Gilneas have rallied around King Greymane's call to arms and are ready to retake Gilneas City with the support of their new allies.",,,0,0,1,3,6,0,261,-1,-1,-1,0,1,-1,0,0,0,869311,3615,135004168
730,MaelstromZone,Maelstrom Zone,Maelstrom Zone,,,,,0,0,1,0,3,0,272,-1,-1,-1,0,1,-1,0,0,0,816998,1629,134479880
731,DesolaceBomb,Stonetalon Bomb,Stonetalon Bomb,,,,,0,0,1,0,0,0,3,-1,1,-1,0,1,-1,0,0,0,780791,8390237,134479896
732,TolBarad,Tol Barad,Tol Barad,,,,,0,0,1,0,3,0,265,-1,-1,-1,0,1,-1,0,0,0,815182,9821,134479880
734,AhnQirajTerrace,Ahn'Qiraj Terrace,Ahn'Qiraj Terrace,,,,,0,0,1,1,2,0,184,-1,-1,-1,0,1,-1,0,0,0,818455,1565,134479880
736,TwilightHighlandsDragonmawPhase,Twilight Highlands Dragonmaw Phase,Twilight Highlands Dragonmaw Phase,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,804947,791346,1565,134479896
738,Transport200100,Ship to Vashj'ir (Orgrimmar -> Vashj'ir),Ship to Vashj'ir (Orgrimmar -> Vashj'ir),,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
739,Transport200101,Vashj'ir Sub - Horde,Vashj'ir Sub - Horde,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
740,Transport200102,Vashj'ir Sub - Alliance,Vashj'ir Sub - Alliance,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
741,Transport200103,Twilight Highlands Horde Transport,Twilight Highlands Horde Transport,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
742,Transport203729,Vashj'ir Sub - Horde - Circling Abyssal Maw,Vashj'ir Sub - Horde - Circling Abyssal Maw,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
743,Transport203730,Vashj'ir Sub - Alliance circling Abyssal Maw,Vashj'ir Sub - Alliance circling Abyssal Maw,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
746,UldumPhaseOasis,Uldum Phase Oasis,Uldum Phase Oasis,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791398,8390237,134479896
747,Transport 203732,Transport: Deepholm Gunship,Transport: Deepholm Gunship,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479880
748,Transport203858,Transport: Onyxia/Nefarian Elevator,Transport: Onyxia/Nefarian Elevator,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1537,134479880
749,Transport203859,Transport: Gilneas Moving Gunship,Transport: Gilneas Moving Gunship,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479884
750,Transport203860,Transport: Gilneas Static Gunship,Transport: Gilneas Static Gunship,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,134479884
751,RedgridgeOrcBomb,Redridge - Orc Bomb,Redridge - Orc Bomb,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,790674,1629,134479896
752,RedridgeBridgePhaseOne,Redridge - Bridge Phase One,Redridge - Bridge Phase One,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790697,1629,134479880
753,RedridgeBridgePhaseTwo,Redridge - Bridge Phase Two,Redridge - Bridge Phase Two,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790705,1629,134479880
754,SkywallRaid,Throne of the Four Winds,Throne of the Four Winds,,,,,-11360.603,72.083336,1,2,3,0,271,-1,-1,-1,0,1,1,0,0,0,817149,34333,134479880
755,UldumDungeon,Lost City of the Tol'vir,Lost City of the Tol'vir,,,,,-10686.149,-1308.6233,1,1,3,0,264,-1,-1,-1,0,1,1,0,0,0,817548,1565,134479880
757,BaradinHold,Baradin Hold,Baradin Hold,,,,,0,0,1,2,3,0,269,-1,-1,-1,0,1,-1,0,0,0,814917,36413,134479880
759,UldumPhasedEntrance,Uldum Phased Entrance,Uldum Phased Entrance,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791375,8392285,134479896
760,TwilightHighlandsPhasedEntrance,Twilight Highlands Phased Entrance,Twilight Highlands Phased Entrance,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791359,3677,134479896
761,Gilneas_BG_2,The Battle for Gilneas,The Battle for Gilneas,"As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.",Capture the objectives,"- Capture and hold objectives
- Earn 1500 resources",0,0,1,3,0,0,270,1110,-1,-1,0,1,-1,0,0,0,782690,3677,135004168
762,Transport 203861,Twilight Highlands Zeppelin 1,Twilight Highlands Zeppelin 1,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3585,134479880
763,Transport 203862,Twilight Highlands Zeppelin 2,Twilight Highlands Zeppelin 2,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3585,134479880
764,UldumPhaseWreckedCamp,Uldum - Phase Wrecked Camp,Uldum - Phase Wrecked Camp,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791406,8396381,134479896
765,Transport203863,Krazzworks Attack Zeppelin,Krazzworks Attack Zeppelin,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,7681,134479880
766,Transport 2033864,Transport: Gilneas Moving Gunship 02,Transport: Gilneas Moving Gunship 02,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,7681,134479884
767,Transport 2033865,Transport: Gilneas Moving Gunship 03,Transport: Gilneas Moving Gunship 03,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,7681,134479884
859,Zul_Gurub5Man,Zul'Gurub,Zul'Gurub,,,,,-11916.229,-1219.8385,1,1,3,0,161,720,-1,-1,0,1,0,0,0,0,815855,7701,134479880
860,NewRaceStartZone,The Wandering Isle,The Wandering Isle,,,,,0,0,1,0,0,0,289,960,-1,-1,0,1,-1,0,0,0,789076,8666653,134479880
861,FirelandsDailies,Molten Front,Molten Front,,,,,0,0,1,0,3,0,274,720,-1,-1,0,1,-1,0,0,0,815281,2104861,134479896
870,HawaiiMainLand,Pandaria,Pandaria,,,,,0,0,1,0,4,0,327,-1,-1,-1,0,1,-1,0,0,804938,805681,25181789,134479896
930,ScenarioAlcazIsland,A Dark Place,A Dark Place,,,,,0,0,1,5,6,0,25,0,-1,-1,0,1,-1,0,0,0,810354,7765,134479872
938,COTDragonblight,End Time,End Time,,,,,-8288.6045,-4454.0923,1,1,3,0,286,0,-1,-1,0,1,1,0,0,0,813090,15957,134479880
939,COTWarOfTheAncients,Well of Eternity,Well of Eternity,,,,,-8595.837,-3994.9358,1,1,3,0,287,-1,-1,-1,0,1,1,0,0,0,813203,7773,134479880
940,TheHourOfTwilight,Hour of Twilight,Hour of Twilight,,,,,-8291.132,-4590.4375,1,1,3,0,288,-1,-1,-1,0,1,1,0,0,0,817173,15957,134479880
951,NexusLegendary,Nexus Legendary,Nexus Legendary,,,,,3899.93,6985.44,1,1,3,0,227,-1,-1,-1,0,1,571,0,0,0,817062,7701,134479880
959,ShadowpanHideout,Shado-Pan Monastery,Shado-Pan Monastery,,,,,0,0,1,1,4,0,315,-1,-1,-1,0,1,-1,0,0,0,810232,8404509,134479880
960,EastTemple,Temple of the Jade Serpent,Temple of the Jade Serpent,,,,,957.706,-2473.41,1,1,4,0,311,-1,-1,-1,0,1,870,0,0,0,806233,8404573,134479880
961,StormstoutBrewery,Stormstout Brewery,Stormstout Brewery,,,,,-688.7051,1267.4537,1,1,4,0,318,-1,-1,-1,0,1,870,0,0,0,810358,8404501,134479880
962,TheGreatWall,Gate of the Setting Sun,Gate of the Setting Sun,,,,,970.81085,2253.664,1,1,4,0,309,0,-1,-1,0,1,870,0,0,0,810651,8396317,134479880
967,DeathwingBack,Dragon Soul,Dragon Soul,,,,,-8263.276,-4512.6875,1,2,3,0,279,1080,-1,-1,0,1,1,0,0,0,813251,7773,134479880
968,EyeoftheStorm2.0,Rated Eye of the Storm,Rated Eye of the Storm,"Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.",Capture the objectives,"- Capture and hold objectives
- Capture the center flag
- Earn 1500 resources",0,0,1,3,0,0,210,-1,-1,-1,0,1,-1,0,0,0,782100,7701,135004168
971,JadeForestAllianceHubPhase,Jade Forest Alliance Hub Phase,Jade Forest Alliance Hub Phase,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811017,8527453,134479896
972,JadeForestBattlefieldPhase,Jade Forest Battlefield Phase,Jade Forest Battlefield Phase,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811025,8527453,134479896
974,DarkmoonFaire,Darkmoon Faire,Darkmoon Faire,,,,,0,0,1,0,0,0,278,-1,-1,-1,0,1,-1,0,0,0,780357,8404509,134479880
975,TurtleShipPhase01,Turtle Ship Phase 01,Turtle Ship Phase 01,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791300,8535645,134479880
976,TurtleShipPhase02,Turtle Ship Phase 02,Turtle Ship Phase 02,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791323,8535581,134479880
977,MaelstromDeathwingFight,Maelstrom Deathwing Fight,Maelstrom Deathwing Fight,,,,,0,0,1,1,3,0,0,-1,-1,-1,0,1,-1,0,0,0,816928,7709,134479880
980,TolVirArena,Tol'Viron Arena,Tol'Viron Arena,,,,,0,0,1,4,3,0,319,-1,-1,-1,0,1,-1,0,0,0,817420,3613,135004168
994,MoguDungeon,Mogu'shan Palace,Mogu'shan Palace,,,,,0,0,1,1,4,0,312,-1,-1,-1,0,1,-1,0,0,0,811448,7709,134479880
995,MoguInteriorRaid,The Depths [UNUSED],The Depths [UNUSED],,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,810384,7709,134479880
996,MoguExteriorRaid,Terrace of Endless Spring,Terrace of Endless Spring,,,,,0,0,1,2,4,0,321,0,-1,-1,0,1,-1,0,0,0,811511,9444957,134479880
998,ValleyOfPower,Temple of Kotmogu,Temple of Kotmogu,"The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.","The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.",Hold the Orbs of Power,"- Slay enemy players
- Hold the Orbs of Power to earn points
- Additional points granted at the map center",0,0,1,3,4,0,320,-1,-1,-1,0,1,-1,0,0,0,812887,7773,135004168
999,BFTAllianceScenario,Theramore's Fall (H),Theramore's Fall (H),,,,,0,0,1,5,3,0,336,1350,-1,-1,0,1,-1,0,0,0,814960,15965,134479880
1000,BFTHordeScenario,Theramore's Fall (A),Theramore's Fall (A),,,,,0,0,1,5,3,0,335,360,-1,-1,0,1,-1,0,0,0,815493,15965,134479880
1001,ScarletSanctuaryArmoryAndLibrary,Scarlet Halls,Scarlet Halls,,,,,2869,-820,1,1,0,0,332,-1,-1,-1,0,1,0,0,0,0,805031,9444957,134479880
1004,ScarletMonasteryCathedralGY,Scarlet Monastery,Scarlet Monastery,,,,,0,0,1,1,0,0,333,-1,-1,-1,0,1,-1,0,0,0,805002,9444957,134479880
1005,BrewmasterScenario01,A Brewing Storm,A Brewing Storm,,,,,0,0,1,5,4,0,322,-1,-1,-1,0,1,-1,0,0,0,808160,8396381,134479880
1007,NewScholomance,Scholomance,Scholomance,,,,,1274.78,-2552.56,1,1,0,0,314,-1,-1,-1,0,1,0,0,0,0,804980,8396381,134479880
1008,MogushanPalace,Mogu'shan Vaults,Mogu'shan Vaults,,,,,3982.9973,1121.2906,1,2,4,0,313,-1,-1,-1,0,1,870,0,0,0,812395,8404573,134479880
1009,MantidRaid,Heart of Fear,Heart of Fear,,,,,0,0,1,2,4,0,310,-1,-1,-1,0,1,-1,0,0,0,811209,8404573,134479880
1010,MistsCTF3,CTF3,CTF3,"This new map has yet to be created. Horde guys, go beat up those Alliance jerks.","This new map has yet to be created. Alliance guys, go beat up those Horde jerks.",,,0,0,1,3,4,0,262,-1,-1,-1,0,1,-1,0,0,0,870976,7711,135004168
1011,MantidDungeon,Siege of Niuzao Temple,Siege of Niuzao Temple,,,,,0,0,1,1,4,0,316,-1,-1,-1,0,1,-1,0,0,0,808873,9453149,134479880
1014,MonkAreaScenario,Peak of Serenity,Peak of Serenity,,,,,0,0,1,5,6,0,327,-1,-1,-1,0,1,-1,0,0,0,812460,680541789,134479880
1019,RuinsOfTheramore,Ruins of Theramore,Ruins of Theramore,,,,,0,0,1,0,4,0,3,-1,1,-1,0,1,-1,0,0,0,812470,8404573,134479896
1024,PandaFishingVillageScenario,Greenstone Village,Greenstone Village,,,,,0,0,1,5,4,0,331,-1,-1,-1,0,1,-1,0,0,0,811933,8404573,134479880
1028,MoguRuinsScenario,(UNUSED) Scenario: Mogu Ruins,(UNUSED) Scenario: Mogu Ruins,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,809095,8404573,134479880
1029,AncientMoguCryptScenario,(UNUSED) Scenario: Mogu Crypt,(UNUSED) Scenario: Mogu Crypt,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,805433,8396317,134479880
1030,AncientMoguCyptDestroyedScenario,Crypt of Forgotten Kings,Crypt of Forgotten Kings,,,,,0,0,1,5,4,0,330,-1,-1,-1,0,1,-1,0,0,0,805640,7709,134479880
1031,ProvingGroundsScenario,Arena of Annihilation,Arena of Annihilation,,,,,0,0,1,5,4,0,348,-1,-1,-1,0,1,-1,0,0,0,812075,8396381,134479880
1032,PetBattleJadeForest,Pet Battle - Jade Forest,Pet Battle - Jade Forest,,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,812041,8404573,134479880
1035,ValleyOfPowerScenario,Temple of Kotmogu,Temple of Kotmogu,,,,,0,0,1,5,4,0,334,-1,-1,-1,0,1,-1,0,0,0,812951,8396381,134479880
1043,RingOfValorScenario,Brawl'gar Arena,Brawl'gar Arena,,,,,0,0,1,0,2,0,343,-1,-1,-1,0,1,-1,0,0,0,827085,268443229,134480392
1048,BrewmasterScenario03,Unga Ingoo,Unga Ingoo,,,,,0,0,1,5,4,0,323,-1,-1,-1,0,1,-1,0,0,0,805599,8404573,134479880
1049,BlackOxTempleScenario,(UNUSED) Scenario: Black Ox Temple,(UNUSED) Scenario: Black Ox Temple,,,,,0,0,1,5,4,0,21,-1,-1,-1,0,1,-1,0,0,0,805658,8404573,134479880
1050,ScenarioKlaxxiIsland,Assault on Zan'vess,Assault on Zan'vess,,,,,0,0,1,5,4,0,344,720,-1,-1,0,1,-1,0,0,0,811327,8404573,134479880
1051,ScenarioBrewmaster04,Brewmoon Festival,Brewmoon Festival,,,,,0,0,1,5,4,0,329,0,-1,-1,0,1,-1,0,0,0,809976,8404573,134479880
1060,LevelDesignLand-DevOnly,Level Design Land - Dev Only,Level Design Land - Dev Only,,,,,0,0,1,0,7,0,0,-1,-1,-1,0,1,-1,0,0,0,868064,142622303,134479880
1061,HordeBeachDailyArea,Horde Beach Daily Area,Horde Beach Daily Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,808210,8535645,134479896
1062,AllianceBeachDailyArea,Alliance Beach Daily Area,Alliance Beach Daily Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,805966,8535645,134479896
1064,MoguIslandDailyArea,Mogu Island Daily Area,Mogu Island Daily Area,,,,,0,0,1,0,4,0,346,-1,-1,-1,0,1,-1,0,0,0,846981,8404573,134479880
1066,StormwindGunshipPandariaStartArea,Stormwind Gunship Pandaria Start Area,Stormwind Gunship Pandaria Start Area,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791052,147037,134479896
1074,OrgrimmarGunshipPandariaStart,Orgrimmar Gunship Pandaria Start,Orgrimmar Gunship Pandaria Start,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,789973,8527453,134479896
1075,TheramoreScenarioPhase,Theramore's Fall Phase,Theramore's Fall Phase,,,,,0,0,1,0,0,0,0,-1,1000,-1,0,1,-1,0,0,0,791277,147037,134479880
1076,JadeForestHordeStartingArea,Jade Forest Horde Starting Area,Jade Forest Horde Starting Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811033,8535645,134479896
1095,HordeAmbushScenario,Dagger in the Dark,Dagger in the Dark,,,,,0,0,1,5,4,0,342,-1,-1,-1,0,1,-1,0,0,0,808356,8404573,134479880
1098,ThunderIslandRaid,Throne of Thunder,Throne of Thunder,,,,,0,0,1,2,4,0,347,-1,-1,-1,0,1,-1,0,0,0,848548,8404573,134479880
1099,NavalBattleScenario,Naval Battle Scenario,Naval Battle Scenario,,,,,0,0,1,5,4,0,349,-1,-1,-1,0,1,-1,0,0,0,811854,8404573,134479880
1101,DefenseOfTheAleHouseBG,Defense Of The Ale House BG,Defense Of The Ale House BG,,,,,0,0,1,0,4,0,0,-1,-1,-1,0,1,-1,0,0,0,842186,8396381,134479880
1102,HordeBaseBeachScenario,Domination Point,Domination Point,,,,,0,0,1,5,4,0,341,-1,-1,-1,0,1,-1,0,0,0,808508,8404573,134479880
1103,AllianceBaseBeachScenario,Lion's Landing,Lion's Landing,,,,,0,0,1,5,4,0,340,-1,-1,-1,0,1,-1,0,0,0,805389,8404573,134479880
1104,ALittlePatienceScenario,A Little Patience,A Little Patience,,,,,0,0,1,5,4,0,345,-1,-1,-1,0,1,-1,0,0,0,807455,8404573,134479880
1105,GoldRushBG,Deepwind Gorge (Legacy),Deepwind Gorge (Legacy),"This battleground takes place in the Valley of the Four Winds

Gold Rush is a 15 vs 15 resource battle","This battleground takes place in the Valley of the Four Winds

Gold Rush is a 15 vs 15 resource battle",Capture the objectives,"- Capture and hold the mines
- Capture the enemy mine cart
- Earn 1500 gold",0,0,1,3,4,0,354,-1,-1,-1,0,1,-1,0,0,0,845538,8396381,135004168
1106,JainaDalaranScenario,Jaina Dalaran Scenario,Jaina Dalaran Scenario,,,,,0,0,1,0,4,0,235,-1,-1,-1,0,1,-1,0,0,0,811612,15965,134479880
1107,WarlockArea,Dreadscar Rift,Dreadscar Rift,,,,,0,0,1,0,6,0,401,-1,-1,-1,0,1,-1,0,0,0,848152,10493533,134479880
1112,BlackTempleScenario,Pursuing the Black Harvest,Pursuing the Black Harvest,,,,,0,0,1,5,4,0,215,-1,-1,-1,0,1,-1,0,0,0,806915,7709,134479880
1113,DarkmoonCarousel,Transport: DarkmoonCarousel,Transport: DarkmoonCarousel,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3601,134479880
1116,Draenor,Draenor,Draenor,,,,,0,0,1,0,5,0,360,-1,-1,-1,0,1,-1,0,0,918540,842315,8404573,134479896
1120,ThunderKingHordeHub,Thunder King Horde Hub,Thunder King Horde Hub,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,846613,8535645,134479880
1121,ThunderIslandAllianceHub,Thunder Island Alliance Hub,Thunder Island Alliance Hub,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,848029,8535645,134479880
1122,CitySiegeMoguIslandProgressionScenario,City Siege - Mogu Island Progression Scenario,City Siege - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,844357,8404573,134479880
